author,old_author,title,old_title,sub_title,old_sub_title,publisher,old_publisher,publication_date,old_publication_year,old_original_title,old_original_subtitle,old_purchase_date,old_my_rating,image_name,old_cover,old_categories,isbn-13,isbn-10,old_isbn,old_took,old_notes,format,old_print_format,nof_pages,old_read_it,description,old_description,language,language_iso
,John Arcudi,,JLA,,Superpower,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,761941216997,nan,nan,,nan,,No,,nan,,
Grant Morrison,Grant Morrison,JLA,JLA Vol. 1," The Deluxe Edition, Vol. 1",nan,DC Comics,nan,2011-10-04,nan,nan,nan,2019-05-24,0,9781401233143.jpg,nan,nan,9781401233143,1401233147,9781401233143,nan,nan,Paperback,nan,256,No,"Relive the legendary 1990s JLA series, written by comics mastermind Grant Morrison (FINAL CRISIS) with stunning art by Howard Porter and others, in this amazing oversized softcover collecting JLA #1-9 and SECRET FILES AND ORIGINS #1! The action begins as the JLA reunites to stop the Hyperclan, who have come to Earth posing as a new group of super heroes. But as their true nature comes to light, only the World`s Greatest Super Heroes can stop them! Standing side by side, Batman, Superman, Wonder Woman, Aquaman, The Flash, Green Lantern and the Martian Manhunter take on alien posers and come to realize that Earth needs a protectorate made up of only the mightiest icons!",nan,English,en
Grant Morrison,Grant Morrison,JLA,JLA Vol. 2," The Deluxe Edition, Vol. 2",nan,DC Comics,nan,2012-07-17,nan,nan,nan,2019-05-25,0,9781401235185.jpg,nan,nan,9781401235185,1401235182,9781401235185,nan,nan,Paperback,nan,336,No,,nan,English,en
Grant Morrison,Grant Morrison,JLA Vol. 3,JLA Vol. 3,,nan,DC Comics,nan,2013-01-22,nan,nan,nan,2019-05-24,0,9781401238322.jpg,nan,nan,9781401238322,1401238327,9781401238322,nan,nan,Paperback,nan,344,No,,nan,English,en
,Mark Waid,,Kingdom Come,,nan,,Dc Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=nN2wSqn0014C&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,761941209869,nan,nan,,nan,,No,,"Kingdom Come-the critically acclaimed Elseworlds saga by Mark Waid and Alex Ross- has been collected into a single-volume hardcover, produced by DC Comics and Graphitti Designs. With the addition of 12 new pages of story and art, previously available only in the deluxe slipcase edition, the hardcover edition offers reader's the complete version of the DC Universe's ultimate battle. An extensive 18 page design section includes some of Ross's exhaustive preliminary character illustrations, cover legends, a key to cameo appearances, trading-card art and art originally designed for promotional use.",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 1: The Assassin's Road,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=0XQ2LAmQkHsC&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"Dark Horse Comics is proud to present one of the authentic landmarks in graphic fiction, Lone Wolf and Cub, to be published in its entirety for the first time in America. An epic samurai adventure of staggering proportions -- over 7000 pages -- Lone Wolf and Cub (Kozure Okami in Japan) is acknowledged worldwide for the brilliant writing of series creator Kazuo Koike and the groundbreaking cinematic visuals of the late Goseki Kojima, creating unforgettable imagery of stark beauty, kinetic fury, and visceral thematic power that influenced a generation of visual storytellers both in Japan and in the West. Don't miss this monumental monthly release, twenty-eight volumes, with each collection approximately 300 pages! This volume includes the following stories: Son for Hire, Sword for Hire A Father Knows His Child's Heart, as Only a Child Can Know His Father's From North to South, From East to West Baby Cart on the River Styx Suio School Zanbato Waiting for the Rains Eight Gates of Deceit Wings to the Birds, Fangs to the Beast The Assassin's Road",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 10: Hostage Child,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=EnDjhEi4ZV0C&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"The six paths and four lives are split asunder, as Itto Ogami and Daigoro become separated in one of this series' most powerful stories to date! The Lone Wolf's arch-enemy, Yagyu Retsudo, pursues Ogami to retrieve the secret letter stolen from him, only to watch dozens of his men fall victim to the Lone Wolf's hungry sword! But Yagyu drives father and son apart as they tumble down a cliff and must survive on their own! Little Daigoro must begin his honorable search for his father. But with Yagyu's henchmen hunting high and low for the Lone Wolf and his cub, the net drags closer and the danger wraps tighter, but the blood flows ever freely... This volume contains the following stories: The Yagyu Letter The Tears of Daigoro The Fisherwoman's Love Drifting Shadows Straw Boy",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 11: Talisman of Hades,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=wIDoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"The #1-selling graphic-novel sensation continues! The Lone Wolf and his cub, father and son, are separated by the hatred of the Yagyu -- and the path to togetherness is lined with blood and honor. As Ogami continues his search for little Daigoro, he must battle deadly Yagyu assassins and aspiring, cocky samurai. He prepares to give them a taste of his blade... Meanwhile, Daigoro visits a crazed old woman living under a bridge, and teaches her a valuable lesson. In these and other stories in this volume, Lone Wolf and Cub continue to unlock the mystery of the Yagyu, one step closer to the truth behind his quest for vengeance. Prepare for more legendary action, in a handy size that fits in your back pocket! This volume contains the following stories: Talisman of Hades Ailing Star Thirteen Strings A Poem for the Grave",,
,"Kazuo Koike, Goseki Kojima, Dana Lewis",,Lone Wolf and Cub Volume 12: Shattered stones,,nan,,nan,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=Oo8qAAAAYAAJ&printsec=frontcover&img=1&source=gbs_api,Fiction,,,,nan,nan,,nan,,No,,"A woman driven to insanity by the murder of her child, and the horribly burned husband seeking revenge; unseen samurai under the thumb of a power-hungry woman; a beggar ronin seeking the downfall of his greedily ambitious wife; a good-for-nothing beggar willing to use a child to make easy money; a lady magician threatened by swindling gangsters - all of these people have something in common - the need to regain their honor, and this quest almost always means death. Ogami Itto, a wandering ronin on a road to vengeance, has been paid to put these folks back on that path, at any cost. For this grim samurai and his infant son, there is nothing left in this world except honor, vengeance, death, and blood. Fortunately, there's plenty of each to go around...",,
,"Kazuo Koike, Goseki Kojima",,"Lone Wolf and Cub Volume 13: The Moon in the East, The Sun in the West",,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=CoHoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"Yagyu Retsudo is a man on fire. For years he's been planning the destruction of Ogami Itto, the Lone Wolf. Ogami is a one-man army, having cut down all of Yagyu's sons -- except one, who's been sent to avenge his brothers or die trying! Meanwhile, the toughest cop in Edo, now retired, has the chance to take in the killer of a lifetime, Ogami himself. But is he up to the task? And Daigoro, the Wolf's cub, finds himself in adventures of his own, befriending a rich family and their spoiled son, and mysterious female falconers! It's all in a day's work for Lone Wolf and Cub... Don't miss out on the best-selling graphic novels of the year and a series that belongs on every bookshelf! This volume contains the following stories: The Moon in the East, the Sun in the West ""Marohoshi"" Mamesho Spoiling Daigoro The Hojiro Yagyu The Bird Catchers",,
,"Kazuo Koike, Goseki Kojima, Dana Lewis",,Lone Wolf and Cub Volume 14: Day of the demons,,nan,,nan,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=mosqAAAAYAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"As the flames draw nearer, the fire gets hotter. Ronin assassin Ogami Itto seeks to learn what's written on the secret messages from the corrupt Yagyu clan to the Shogun, and leaves a river of blood in his path. Elsewhere, a shamed woman attempts to force her husband to name his own child, but his job and honor stand in the way. Daigoro makes a new friend in another samurai fated to seppuku - ritual suicide - and defends the honor of a young playmate. The world keeps turning as the Lone Wolf and his Cub wander the land seeking revenge and answers, the questions to which are written in blood and ink.",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 15: Brothers of the Grass,,nan,,nan,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=0YoqAAAAYAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,Lone Wolf and Cub Vol. 15,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 16: The Gateway into Winter,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=poToAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 17: The Will of the Fang,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=X4XoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 18: Twilight of the Kurokuwa,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=FYXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,Kazuo Koike,,Lone Wolf and Cub Volume 19: The Moon in Our Hearts,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=h4boAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"The Eisner and Harvey Award-winning series continues! The time for delay is past. Itto Ogami and Daigoro are headed for Edo, to face Retsudo of the Yagyu once and for all! Stalked by bounty hunters and killers after their reward money, the Lone Wolf now faces deadlier enemies still. Retsudo has called out the nation's most accomplished rifleman, and dispatched a cannon-laden man of war, to intercept the father and son as they navigate treacherous cliffs and the high seas of Japan!",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 2: The Gateless Barrier,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=nWup_7LbNPwC&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"The epic continues! Among the five stories in this issue: Cub has been captured while Lone Wolf lies unconscious! All of Cub's captors are cruel, all but the osue (the lowest maid). But her help may be her undoing. The household waits for the feared Lone Wolf to come looking for his son...and when he does...pick up Volume Two to find out what happens -- plus four other great stories, as this classic epic continues! This volume includes the following stories: Red Cat The Coming of the Cold Tragic O-Sue The Gateless Barrier Winter Flower",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 20: A Taste of Poison,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=gYToAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 21: Fragrance of Death,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=8IToAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 22: Heaven and Earth,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=84XoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 23: Tears of Ice,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=zoXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 24: In These Small Hands,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=OoXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 25: Perhaps in Death,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=qYXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 26: Struggle in the Dark,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=hIXoAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 27: Battle's Eve,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=GYboAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 28: The Lotus Throne,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=y4ToAwAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,nan,,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 3: The Flute of The Fallen Tiger,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=snMIL5c5I9AC&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"Join renegade samurai Itto Ogami and his infant son, Daigoro, in five more adventures on the dark road to Hell. What do three mysterious Shogunate assassins, a street entertainer, and the crests of the dead have in common? ""The Baby Cart Wolf"" continues his dealing of death for gold and encounters one ronin who is bent on putting a stop to his journey. Will he succeed? Follow the monthly adventures of Lone Wolf and Cub, one of the true classics of comics literature, available in America for the first time in over a decade! This volume contains the following stories: The Flute of the Fallen Tiger Half Mat, One Mat, A Fistful of Rice The White Path Between the Rivers The Virgin and the Whore Close Quarters",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 4: Bell Warden,,nan,,nan,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=aYoqAAAAYAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"A stoic Ronin wanders the countryside of ancient Japan, carting his small child in a vessel that more than meets the eye, with a banner to advertise: son for hire, sword for hire.",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 5: Black Wind,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=m19hLOsvyNsC&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"This volume contains five powerful, classic tales of the assassin Itto Ogami, the Lone Wolf, as he continues his journey to hell. The Yagyu clan, fearful of the growing legend surrounding Lone Wolf, has decided to protect itself by sending its own assassin after him, and later pit the greatest swordsman of a rival clan against him. Also, Lone Wolf must face the leader of a bounty-hunting gang who seeks revenge against Ogami for slaying his young lord years ago, and a master gunsmith who values the art of warfare above all else and will change his life forever. Don't miss a single volume of the acclaimed epic series that belongs on every bookshelf: Lone Wolf and Cub. This volume contains the following stories: Trail Markers Executioner's Hill Black Wind Decapitator Asemon The Guns of Sakai",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 6: Lanterns for the Dead,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=CiZJRjddAf4C&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"The legend of Lone Wolf and Cub continues to grow in this latest chapter of Koike and Kojima's epic samurai masterpiece chronicling the wanderings of Japan's deadliest assassin, Itto Ogami, and his infant son, Daigoro. In this volume, Ogami takes on the most dangerous killer of the countryside, foils the plans of a deceptive gambling troupe, tricks an evil lord into exposing his weak underbelly, and pits himself against the Shogun's dangerous and deadly Kurokawa ninja! Drawing extensively from Sun Tzu's The Art of War, and featuring the saddest puppy-dog story ever published, this must-have volume is packed with action and emotion. This volume contains the following stories: Lanterns for the Dead Deer Chaser Hunger Town The Soldier is the Castle One Stone Bridge",,
,"Kazuo Koike, Goseki Kojima",,"Lone Wolf and Cub Volume 7: Cloud Dragon, Wind Tiger",,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=XjKD1_zYYiMC&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"There is more than just blood between parent and child. Itto Ogami and his son Daigoro have seen more blood flowing from more bodies than anyone in Edo, but what connects them is their spirit and path. In this collection of classic stories, Itto must protect a young girl after her family is destroyed by a cunning courtesan. Meanwhile, Itto's arch-enemy, Yagyu Retsudo, has sent the civilian police force to round up the Lone Wolf as a common criminal, and before long, Daigoro is coincidentally tangled in a messy pair of crimes. And, most dramatically, Itto returns to the scene of one of his past executions to enter a tender and honorable sword fight against an executed lord's former retainer. This volume contains the following stories: Dragnet Night Stalker Cloud Dragon, Wind Tiger Inn of the Last Chrysanthemum Penal Code Article Seventy-Nine",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 8: Chains of Death,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=9FyTD_cudjgC&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"The journey of vengeance in blood and honor continues. Under the itinerant thumb of Yagyu Retsudo, the Shogun's secret ninja warriors, the Kurokuwa clan, attempt to ensnare Ogami. Can the Lone Wolf break the chains? If so, there are many in line behind Yagyu waiting to challenge the masterful swordsman, such as a vengeful widow, numerous police, and the freezing cold of winter itself. Plus, read the story of Ogami's rise to the position of the Shogun's Officer of Death, feel the seething root of Retsudo Yagyu's bitterness against Ogami, and watch Ogami teach a proud thief about true honor and the wages of deception. Five action-packed chapters, including never-before-translated material, are included in the latest volume of this classic series. Read it on the bullet train to Edo! This volume contains the following stories: Tidings of the Geese The Frozen Crane Chains of Death The Infinite Path Thread of Tears Beku-no-ji",,
,"Kazuo Koike, Goseki Kojima",,Lone Wolf and Cub Volume 9: Echo of the Assassin,,nan,,Dark Horse Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=ZnBuHUI65n8C&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,,nan,nan,,nan,,No,,"Water, death, and angry ninja take the foreground in this exciting volume of the legendary Lone Wolf and Cub series! A pitiful ferryboat girl discovers the tragic ways of ""A Wife of the Heart,"" as the Lone Wolf, Ogami Itto, stands against the man she loves. In ""Wayward Swords,"" a rogue swordsman-for-hire learns a valuable lesson about Bushido, the Way of the Warrior, from the Lone Wolf. Afterwards, Ogami once again must face the treachery of the Kurokuwa ninja clan, then becomes a river porter to foil the secret plans of his enemy, the Yagyu clan, and in doing so declares war against them all! The Lone Wolf's actions lead to a nationwide manhunt and an epic, bloody battle unlike any in comics. Don't dare miss a volume of the series that belongs on every bookshelf: Lone Wolf and Cub. This volume contains the following stories: Wife of the Heart Wandering Samurai Echo of the Assassin Naked Worms The Yagyu Letter: Prologue",,
Bud Grace,Bud Grace,Låg ribba ,Låg Ribba, [fler fräcka bilder] / av Bud Grace ; [översättning: Sofia Essler],nan,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,9789188966230,9188966232,9789188966230,nan,nan,,nan,,No,,nan,,
Kazuo Koike,"Kazuo Koike; Mori, Hideki",New Lone Wolf and Cub Volume 1,New Lone Wolf & Cub Volume 1,,nan,Dark Horse Manga,Dark Horse Manga,2014-07-01,2000.0,nan,nan,2016-06-18,0,9781593076498.jpg,nan,nan,9781593076498,1593076495,9781593076498,nan,nan,Paperback,Paperback,216,No,,nan,English,en
Kazuo Koike,"Kazuo Koike, Hideki Mori",New Lone Wolf and Cub Volume 10,New Lone Wolf & Cub Volume 10,,nan,Dark Horse Manga,nan,2016-09-27,nan,nan,nan,2018-04-21,0,9781616553654.jpg,nan,nan,9781616553654,1616553650,9781616553654,nan,nan,Paperback,nan,232,No,,nan,English,en
Kazuo Koike,"Kazuo Koike, Hideki Mori",New Lone Wolf and Cub Volume 11,New Lone Wolf & Cub Volume 11,,nan,Dark Horse Books,nan,2016-12-27,nan,nan,nan,2018-04-21,0,9781616553661.jpg,nan,nan,9781616553661,1616553669,9781616553661,nan,nan,Paperback,nan,232,No,,nan,English,en
Kazuo Koike,"Kazuo Koike; Mori, Hideki",New Lone Wolf and Cub Volume 2,New Lone Wolf & Cub Volume 2,,nan,Dark Horse Manga,Dark Horse Manga,2014-09-16,2014.0,nan,nan,2016-06-18,0,9781616553579.jpg,nan,nan,9781616553579,161655357X,9781616553579,nan,nan,Paperback,Paperback,208,No,,nan,English,en
Kazuo Koike,Koike Kazuo; Mori Hideki,New Lone Wolf and Cub Volume 3,New Lone Wolf & Cub Volume 3,,nan,Dark Horse Manga,Dark Horse Manga,2014-12-16,2000.0,nan,nan,2016-06-18,0,9781616553586.jpg,nan,nan,9781616553586,1616553588,9781616553586,nan,nan,Paperback,Paperback,240,No,,nan,English,en
,"Kazuo Koike, Hideki Mori",,New Lone Wolf & Cub Volume 5,,nan,,nan,,nan,nan,nan,2018-04-21,0,,nan,nan,,,6781046553609,nan,nan,,nan,,No,,nan,,
Kazuo Koike,"Kazuo Koike, Hideki Mori",New Lone Wolf and Cub Volume 6,New Lone Wolf & Cub Volume 6,,nan,Dark Horse Manga,nan,2015-09-29,nan,nan,nan,2018-04-21,0,9781616553616.jpg,nan,nan,9781616553616,1616553618,9781616553616,nan,nan,Paperback,nan,264,No,,nan,English,en
Kazuo Koike,"Kazuo Koike, Hideki Mori",New Lone Wolf and Cub Volume 7,New Lone Wolf & Cub Volume 7,,nan,Dark Horse Manga,nan,2015-12-22,nan,nan,nan,2018-04-21,0,9781616553623.jpg,nan,nan,9781616553623,1616553626,9781616553623,nan,nan,Paperback,nan,248,No,,nan,English,en
Kazuo Koike,"Kazuo Koike, Hideki Mori",New Lone Wolf and Cub Volume 8,New Lone Wolf & Cub Volume 8,,nan,Dark Horse Manga,nan,2016-03-22,nan,nan,nan,2018-04-21,0,9781616553630.jpg,nan,nan,9781616553630,1616553634,9781616553630,nan,nan,Paperback,nan,232,No,,nan,English,en
Kazuo Koike,"Kazuo Koike, Hideki Mori",New Lone Wolf and Cub Volume 9,New Lone Wolf & Cub Volume 9,,nan,Dark Horse Manga,nan,2016-06-21,nan,nan,nan,2018-04-21,0,9781616553647.jpg,nan,nan,9781616553647,1616553642,9781616553647,nan,nan,Paperback,nan,232,No,,nan,English,en
Kazuo Koike,"Kazuo Koike, Hideki Mori",New Lone Wolf and Cub Volume 4,New Lone Wolf and Cub Volume 4,,nan,Dark Horse Manga,nan,2015-03-24,nan,nan,nan,2017-07-14,0,9781616553593.jpg,nan,nan,9781616553593,1616553596,9781616553593,nan,nan,Paperback,nan,248,No,,nan,English,en
Grant Morrison,Grant Morrison,New X-Men by Grant Morrison Ultimate Collection Book 1 (New X-Men (2001-2004)),New X-Men By Grant Morrison Ultimate Collection Book 1 Tpb,,nan,Marvel,Marvel Comics,2008-05-28,2008.0,nan,nan,2016-06-18,0,9781302517885.jpg,nan,nan,9781302517885,1302517880,9780785132516,nan,nan,,Paperback,355,No,,nan,English,en
Grant Morrison,Grant Morrison; John Paul Leon; Igor Kordey; Phil Jimenez; Ethan Van Sciver; Keron Grant; Frank Quitely,New X-Men by Grant Morrison Ultimate Collection Book 2 (New X-Men (2001-2004)),New X-Men By Grant Morrison Ultimate Collection Book 2 Tpb,,nan,Marvel,Marvel Comics,2008-08-27,2008.0,nan,nan,2016-06-18,0,9781302517892.jpg,nan,nan,9781302517892,1302517899,9780785132523,nan,nan,,Paperback,347,No,,nan,English,en
Grant Morrison,Grant Morrison,"New X-Men, Vol. 3",New X-Men By Grant Morrison Ultimate Collection Book 3 Tpb,,nan,Marvel,Marvel Comics,2008-11-26,2008.0,nan,nan,2016-06-18,0,9780785132530.jpg,nan,nan,9780785132530,0785132538,9780785132530,nan,nan,Paperback,Paperback,336,No,"Sixteen million mutants dead - and that was just the beginning! In one bold stroke, writer Grant Morrison (All-Star Superman, Batman) propelled the X-Men into the 21st century - masterminding a challenging new direction for Marvel&apos;s mutant heroes that began with the destruction of Genosha and never let up. Regarded as the most innovative thinker of the current comic-book renaissance, Morrison proceeded to turn the mutant-hero genre on its ear. Gone were the gaudy spandex costumes - replaced by slick, black leather and an attitude to match. Now, his entire Eisner Award-nominated run on New X-Men is collected across three titanic trade paperbacks!Collects New X-Men #142-154.",nan,English,en
,Jim Steranko,,Nick Fury Agent för Shield,,Nick Fury Kontra Gula Klon,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,nan,,Nick Fury Vs. S.H.I.E.L.D.,,nan,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,24885234107,nan,nan,,nan,,No,,nan,,
,"Chuck Dixon, Scott McDaniel, Karl Story",,Nightwing,,A Knight in Blüdhaven,,Dc Comics,,nan,nan,nan,2016-10-09,0,,https://books.google.ru/books/content?id=4YkAAAAACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,,,761941213125,nan,nan,,nan,,No,,"Presents a compilation of previously published ""Nightwing"" comics which follows the adventures of the superhero formerly known as Robin as he tries to emerge from out of the shadow of his mentor, Batman.",,
,nan,,Närkontakt med flygande tefat 1,,nan,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,nan,,Närkontakt med flygande tefat 2,,nan,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
,nan,,Närkontakt med UFO,,nan,,nan,,nan,nan,nan,2016-10-09,0,,nan,nan,,,,nan,nan,,nan,,No,,nan,,
Kazuo Koike,Kazuo Koike; Goseki Kojima,"Path Of the Assassin, Vol. 1",Path Of The Assassin Volume 1, Serving In The Dark (v. 1),Serving In The Dark,Dark Horse Manga,Dark Horse,2006-07-11,2006.0,nan,nan,2016-06-18,0,9781593075026.jpg,nan,nan,9781593075026,1593075022,9781593075026,nan,nan,Paperback,Paperback,320,Yes,"Path of the Assassin, called Hanzo no Mon in Japan, is the story of Hattori Hanzo, the fabled master ninja whose duty was to protect Tokugawa Ieyasu. Ieyasu was the shogun who would unite Japan into one great nation. But before he could do that, he had to grow up and learn how to love the ladies! As the secret caretaker of such an influential future leader, not only does Hanzo use vast and varied ninja talents, but in living closely with Ieyasu, he forms a close friendship with the young",nan,English,en
Kazuo Koike,Kazuo Koike; Goseki Kojima,Path of the Assassin Volume 10,Path Of The Assassin Volume 10," Battle For Power Part Two: Battle for Power v. 10, Pt. 2",Battle For Power Part 2,Dark Horse Manga,Dark Horse,2014-11-19,2008.0,nan,nan,2016-06-18,0,9781630083816.jpg,nan,nan,9781630083816,163008381X,9781593075118,nan,nan,,Paperback,296,Yes,,nan,English,en
